,name,location,type,final demand,SP name,SP amount,ES,local demand,local supply,County,State,Country,World,Watershed
process1794,37009,,Unit process,,population,26786,carbon sequestration,,540932.5502,,North Carolina,United States,World,
process1795,37011,,Unit process,,population,17501,carbon sequestration,,410213.8813,,North Carolina,United States,World,
process1796,37013,,Unit process,,population,47243,carbon sequestration,,1232480.577,,North Carolina,United States,World,
process1797,37015,,Unit process,,population,19644,carbon sequestration,,991212.4822,,North Carolina,United States,World,
process1798,37017,,Unit process,,population,33778,carbon sequestration,,1192114.849,,North Carolina,United States,World,
process1799,37019,,Unit process,,population,126860,carbon sequestration,,1126158.428,,North Carolina,United States,World,
process1800,37021,,Unit process,,population,254474,carbon sequestration,,507395.8491,,North Carolina,United States,World,
process1801,37023,,Unit process,,population,89712,carbon sequestration,,483521.4956,,North Carolina,United States,World,
process1802,37025,,Unit process,,population,201448,carbon sequestration,,365984.1215,,North Carolina,United States,World,
process1803,37027,,Unit process,,population,81779,carbon sequestration,,523510.3566,,North Carolina,United States,World,
process1804,37029,,Unit process,,population,10447,carbon sequestration,,269496.8619,,North Carolina,United States,World,
process1805,37031,,Unit process,,population,68920,carbon sequestration,,219259.9189,,North Carolina,United States,World,
process1806,37033,,Unit process,,population,22746,carbon sequestration,,392828.0122,,North Carolina,United States,World,
process1807,37035,,Unit process,,population,156729,carbon sequestration,,319502.2356,,North Carolina,United States,World,
process1808,37037,,Unit process,,population,69791,carbon sequestration,,465322.8633,,North Carolina,United States,World,
process1809,37039,,Unit process,,population,27668,carbon sequestration,,774758.6399,,North Carolina,United States,World,
process1810,37041,,Unit process,,population,14205,carbon sequestration,,83610.1834,,North Carolina,United States,World,
process1811,37043,,Unit process,,population,10813,carbon sequestration,,230266.2773,,North Carolina,United States,World,
process1812,37045,,Unit process,,population,97159,carbon sequestration,,256538.0554,,North Carolina,United States,World,
process1813,37047,,Unit process,,population,56293,carbon sequestration,,826943.4904,,North Carolina,United States,World,
process1814,37049,,Unit process,,population,103082,carbon sequestration,,651572.788,,North Carolina,United States,World,
process1815,37051,,Unit process,,population,332106,carbon sequestration,,545491.2894,,North Carolina,United States,World,
process1816,37053,,Unit process,,population,25796,carbon sequestration,,143441.3655,,North Carolina,United States,World,
process1817,37055,,Unit process,,population,35741,carbon sequestration,,246230.9458,,North Carolina,United States,World,
process1818,37057,,Unit process,,population,164664,carbon sequestration,,319275.2067,,North Carolina,United States,World,
process1819,37059,,Unit process,,population,41991,carbon sequestration,,281529.3908,,North Carolina,United States,World,
process1820,37061,,Unit process,,population,59062,carbon sequestration,,361479.8692,,North Carolina,United States,World,
process1821,37063,,Unit process,,population,306457,carbon sequestration,,339253.7452,,North Carolina,United States,World,
process1822,37065,,Unit process,,population,53332,carbon sequestration,,298620.1223,,North Carolina,United States,World,
process1823,37067,,Unit process,,population,371573,carbon sequestration,,248128.9069,,North Carolina,United States,World,
process1824,37069,,Unit process,,population,64902,carbon sequestration,,408043.4855,,North Carolina,United States,World,
process1825,37071,,Unit process,,population,216585,carbon sequestration,,223028.5977,,North Carolina,United States,World,
process1826,37073,,Unit process,,population,11563,carbon sequestration,,189069.6229,,North Carolina,United States,World,
process1827,37075,,Unit process,,population,8557,carbon sequestration,,444036.6387,,North Carolina,United States,World,
process1828,37077,,Unit process,,population,58874,carbon sequestration,,459529.0872,,North Carolina,United States,World,
process1829,37079,,Unit process,,population,21008,carbon sequestration,,183897.9058,,North Carolina,United States,World,
process1830,37081,,Unit process,,population,523582,carbon sequestration,,279095.6415,,North Carolina,United States,World,
process1831,37083,,Unit process,,population,51737,carbon sequestration,,838762.6121,,North Carolina,United States,World,
process1832,37085,,Unit process,,population,130361,carbon sequestration,,556815.4883,,North Carolina,United States,World,
process1833,37087,,Unit process,,population,60433,carbon sequestration,,734115.9358,,North Carolina,United States,World,
process1834,37089,,Unit process,,population,113625,carbon sequestration,,580898.7083,,North Carolina,United States,World,
process1835,37091,,Unit process,,population,24153,carbon sequestration,,329841.1292,,North Carolina,United States,World,
process1836,37093,,Unit process,,population,53239,carbon sequestration,,436998.7445,,North Carolina,United States,World,
process1837,37095,,Unit process,,population,5393,carbon sequestration,,882583.72,,North Carolina,United States,World,
process1838,37097,,Unit process,,population,172525,carbon sequestration,,240954.7954,,North Carolina,United States,World,
process1839,37099,,Unit process,,population,42256,carbon sequestration,,934382.6215,,North Carolina,United States,World,
process1840,37101,,Unit process,,population,191172,carbon sequestration,,241304.4198,,North Carolina,United States,World,
process1841,37103,,Unit process,,population,9695,carbon sequestration,,494922.8843,,North Carolina,United States,World,
process1842,37105,,Unit process,,population,60125,carbon sequestration,,354596.3546,,North Carolina,United States,World,
process1843,37107,,Unit process,,population,57227,carbon sequestration,,469804.4128,,North Carolina,United States,World,
process1844,37109,,Unit process,,population,81441,carbon sequestration,,331934.3352,,North Carolina,United States,World,
process1845,37111,,Unit process,,population,45109,carbon sequestration,,262322.7504,,North Carolina,United States,World,
process1846,37113,,Unit process,,population,34410,carbon sequestration,,445167.2424,,North Carolina,United States,World,
process1847,37115,,Unit process,,population,21405,carbon sequestration,,788952.4833,,North Carolina,United States,World,
process1848,37117,,Unit process,,population,23054,carbon sequestration,,374111.7542,,North Carolina,United States,World,
process1849,37119,,Unit process,,population,1054314,carbon sequestration,,46009.66593,,North Carolina,United States,World,
process1850,37121,,Unit process,,population,15040,carbon sequestration,,336751.8873,,North Carolina,United States,World,
process1851,37123,,Unit process,,population,27338,carbon sequestration,,688782.8159,,North Carolina,United States,World,
process1852,37125,,Unit process,,population,95629,carbon sequestration,,434174.5057,,North Carolina,United States,World,
process1853,37127,,Unit process,,population,94003,carbon sequestration,,480965.1508,,North Carolina,United States,World,
process1854,37129,,Unit process,,population,224231,carbon sequestration,,137134.5041,,North Carolina,United States,World,
process1855,37131,,Unit process,,population,20186,carbon sequestration,,446075.3578,,North Carolina,United States,World,
process1856,37133,,Unit process,,population,193912,carbon sequestration,,1044945.669,,North Carolina,United States,World,
process1857,37135,,Unit process,,population,142938,carbon sequestration,,387815.2153,,North Carolina,United States,World,
process1858,37137,,Unit process,,population,12742,carbon sequestration,,554286.3869,,North Carolina,United States,World,
process1859,37139,,Unit process,,population,39479,carbon sequestration,,79777.93648,,North Carolina,United States,World,
process1860,37141,,Unit process,,population,59020,carbon sequestration,,988728.7866,,North Carolina,United States,World,
process1861,37143,,Unit process,,population,13459,carbon sequestration,,204643.8018,,North Carolina,United States,World,
process1862,37145,,Unit process,,population,39305,carbon sequestration,,482082.1328,,North Carolina,United States,World,
process1863,37147,,Unit process,,population,177372,carbon sequestration,,735623.4074,,North Carolina,United States,World,
process1864,37149,,Unit process,,population,20458,carbon sequestration,,346391.5321,,North Carolina,United States,World,
process1865,37151,,Unit process,,population,142958,carbon sequestration,,670797.5907,,North Carolina,United States,World,
process1866,37153,,Unit process,,population,45189,carbon sequestration,,599306.2071,,North Carolina,United States,World,
process1867,37155,,Unit process,,population,133442,carbon sequestration,,698095.5391,,North Carolina,United States,World,
process1868,37157,,Unit process,,population,91270,carbon sequestration,,895569.77,,North Carolina,United States,World,
process1869,37159,,Unit process,,population,139605,carbon sequestration,,565728.6408,,North Carolina,United States,World,
process1870,37161,,Unit process,,population,66532,carbon sequestration,,688714.7072,,North Carolina,United States,World,
process1871,37163,,Unit process,,population,63561,carbon sequestration,,794632.745,,North Carolina,United States,World,
process1872,37165,,Unit process,,population,35262,carbon sequestration,,293316.7285,,North Carolina,United States,World,
process1873,37167,,Unit process,,population,61114,carbon sequestration,,355717.8771,,North Carolina,United States,World,
process1874,37169,,Unit process,,population,45905,carbon sequestration,,553637.0844,,North Carolina,United States,World,
process1875,37171,,Unit process,,population,72099,carbon sequestration,,617223.3236,,North Carolina,United States,World,
process1876,37173,,Unit process,,population,14254,carbon sequestration,,895052.1442,,North Carolina,United States,World,
